i,j,formula,eigvals,dopant_options
1534,3,Ba35F6O210Pd35Se71,"[0.        +0.00215825j 0.        +0.00196821j 0.        +0.00131513j ...
 0.10026502+0.j         0.10135653+0.j         0.10739507+0.j        ]","{'Ag', 'K', 'Rb', 'Bi', 'La', 'F', 'O', 'Ce', 'Tl', 'Pr'}"
1534,3,Ba35F6O210Pd32Se69,"[0.00000000e+00+3.62521383e-03j 0.00000000e+00+3.10403658e-05j
 1.33086415e-05+0.00000000e+00j ... 1.00652846e-01+0.00000000e+00j
 1.01093783e-01+0.00000000e+00j 1.05057260e-01+0.00000000e+00j]","{'Ag', 'K', 'Rb', 'Bi', 'La', 'F', 'O', 'Ce', 'Tl', 'Pr'}"
1537,1,Ca47F279NaO4Pd46,"[0.00000000e+00+6.2473885e-06j 1.09179537e-05+0.0000000e+00j
 1.50226744e-05+0.0000000e+00j ... 7.26407202e-02+0.0000000e+00j
 7.46341399e-02+0.0000000e+00j 7.47788088e-02+0.0000000e+00j]","{'Cs', 'K', 'O', 'La', 'Nd', 'Y', 'Na', 'Cd', 'Sm', 'Pr'}"
1537,1,Ca44F280NaO4Pd46,"[0.        +7.53158019e-04j 0.        +3.05182187e-05j
 0.        +7.62675199e-06j ... 0.07399524+0.00000000e+00j
 0.07452904+0.00000000e+00j 0.07525723+0.00000000e+00j]","{'Cs', 'K', 'O', 'La', 'Nd', 'Y', 'Na', 'Cd', 'Sm', 'Pr'}"
1537,2,Ca45CdF283OPd47,"[0.00000000e+00+1.79828776e-05j 2.17669144e-05+0.00000000e+00j
 2.57969244e-05+0.00000000e+00j ... 7.32544891e-02+0.00000000e+00j
 7.35048108e-02+0.00000000e+00j 7.53219020e-02+0.00000000e+00j]","{'Cs', 'K', 'O', 'La', 'Nd', 'Y', 'Na', 'Cd', 'Sm', 'Pr'}"
1537,2,Ca47F281O3Pd47,"[0.        +2.12987788e-03j 0.        +1.82409671e-05j
 0.        +1.35599411e-05j ... 0.0738055 +0.00000000e+00j
 0.07392799+0.00000000e+00j 0.07588548+0.00000000e+00j]","{'Cs', 'K', 'O', 'La', 'Nd', 'Y', 'Na', 'Cd', 'Sm', 'Pr'}"
1537,3,Ca45F278O3Pd48,"[0.        +3.79023749e-03j 0.        +2.49632819e-05j
 0.        +3.93724914e-06j ... 0.07434621+0.00000000e+00j
 0.07468173+0.00000000e+00j 0.07522843+0.00000000e+00j]","{'Cs', 'K', 'O', 'La', 'Nd', 'Y', 'Na', 'Cd', 'Sm', 'Pr'}"
1537,3,Ca48F277O9Pd47,"[0.00000000e+00+3.17677943e-03j 0.00000000e+00+2.77131310e-05j
 1.34312393e-05+0.00000000e+00j ... 7.34567195e-02+0.00000000e+00j
 7.46184910e-02+0.00000000e+00j 7.51885791e-02+0.00000000e+00j]","{'Cs', 'K', 'O', 'La', 'Nd', 'Y', 'Na', 'Cd', 'Sm', 'Pr'}"
1540,1,BaCa2Cs2I314K105O3S3Te54,"[0.        +0.00106926j 0.        +0.00083257j 0.        +0.00040566j ...
 0.09310516+0.j         0.09384066+0.j         0.09553456+0.j        ]","{'Cs', 'K', 'O', 'La', 'S', 'Ca', 'Nd', 'Sr', 'Ba'}"
1540,1,Ba2CaCsI306K106O4SrTe52,"[0.        +0.00092138j 0.        +0.00034372j 0.        +0.00028353j ...
 0.08326795+0.j         0.09284279+0.j         0.09593736+0.j        ]","{'Cs', 'K', 'O', 'La', 'S', 'Ca', 'Nd', 'Sr', 'Ba'}"
1540,1,CsI318K108O3SSrTe52,"[0.00000000e+00+8.02934321e-06j 0.00000000e+00+6.43742100e-06j
 5.06387055e-06+0.00000000e+00j ... 8.76104882e-02+0.00000000e+00j
 8.92147124e-02+0.00000000e+00j 9.36930034e-02+0.00000000e+00j]","{'Cs', 'K', 'O', 'La', 'S', 'Ca', 'Nd', 'Sr', 'Ba'}"
1540,2,BaCsI319K106SSrTe52,"[0.00000000e+00+6.89242247e-06j 5.38463575e-06+0.00000000e+00j
 9.25045933e-06+0.00000000e+00j ... 1.56402062e-02+0.00000000e+00j
 1.61837604e-02+0.00000000e+00j 4.76376571e-02+0.00000000e+00j]","{'Cs', 'K', 'O', 'La', 'S', 'Ca', 'Nd', 'Sr', 'Ba'}"
1540,2,BaCaCs2I315K103OS2SrTe53,"[0.00000000e+00+7.47124290e-04j 0.00000000e+00+6.99581739e-06j
 4.88430052e-06+0.00000000e+00j ... 4.78312046e-02+0.00000000e+00j
 5.28679465e-02+0.00000000e+00j 9.30296541e-02+0.00000000e+00j]","{'Cs', 'K', 'O', 'La', 'S', 'Ca', 'Nd', 'Sr', 'Ba'}"
1540,2,I318K109OTe54,"[0.        +0.00149916j 0.        +0.00134994j 0.        +0.00021641j ...
 0.02075046+0.j         0.02435572+0.j         0.09687184+0.j        ]","{'Cs', 'K', 'O', 'La', 'S', 'Ca', 'Nd', 'Sr', 'Ba'}"
1540,3,I310K108OTe54,"[0.        +6.83591581e-04j 0.        +8.02648891e-06j
 0.        +5.42087291e-06j ... 0.02094511+0.00000000e+00j
 0.02431316+0.00000000e+00j 0.09375338+0.00000000e+00j]","{'Cs', 'K', 'O', 'La', 'S', 'Ca', 'Nd', 'Sr', 'Ba'}"
1540,3,Ba2CsI318K104OSSrTe54,"[0.        +8.23310953e-04j 0.        +8.24190490e-06j
 0.        +2.14447805e-06j ... 0.0212678 +0.00000000e+00j
 0.04764787+0.00000000e+00j 0.09262482+0.00000000e+00j]","{'Cs', 'K', 'O', 'La', 'S', 'Ca', 'Nd', 'Sr', 'Ba'}"
1540,3,Ba3CaCs2I311K101O3Sr2Te54,"[0.        +1.99458188e-03j 0.        +7.04414469e-04j
 0.        +8.56835557e-06j ... 0.09340862+0.00000000e+00j
 0.09397208+0.00000000e+00j 0.09777125+0.00000000e+00j]","{'Cs', 'K', 'O', 'La', 'S', 'Ca', 'Nd', 'Sr', 'Ba'}"
1546,1,CuN3Ni66O138Rb211Sr,"[0.00000000e+00+7.84703581e-04j 0.00000000e+00+1.94318096e-05j
 5.79397098e-06+0.00000000e+00j ... 9.50948997e-02+0.00000000e+00j
 9.54038873e-02+0.00000000e+00j 9.93844616e-02+0.00000000e+00j]","{'Sr', 'Br', 'Cu', 'N', 'Cl', 'F', 'O', 'S', 'Ba'}"
1546,1,Cl4Cu2NNi69O137Rb208,"[0.        +1.25020146e-03j 0.        +8.84424596e-04j
 0.        +2.16190927e-05j ... 0.0834991 +0.00000000e+00j
 0.0838934 +0.00000000e+00j 0.09353517+0.00000000e+00j]","{'Sr', 'Br', 'Cu', 'N', 'Cl', 'F', 'O', 'S', 'Ba'}"
1546,2,BaCl3CuNi71O141Rb211,"[0.        +1.59769620e-03j 0.        +4.94156364e-04j
 0.        +1.78521083e-05j ... 0.07411351+0.00000000e+00j
 0.08264666+0.00000000e+00j 0.08288773+0.00000000e+00j]","{'Sr', 'Br', 'Cu', 'N', 'Cl', 'F', 'O', 'S', 'Ba'}"
1546,2,BaCl4NNi70O138Rb209,"[0.        +0.0022387j  0.        +0.00176855j 0.        +0.00103266j ...
 0.07307171+0.j         0.08099934+0.j         0.09025528+0.j        ]","{'Sr', 'Br', 'Cu', 'N', 'Cl', 'F', 'O', 'S', 'Ba'}"
1546,2,BaBrClCuFNi71O139Rb209SSr,"[0.        +1.38262883e-03j 0.        +6.85252519e-04j
 0.        +1.74649848e-05j ... 0.07419057+0.00000000e+00j
 0.08097999+0.00000000e+00j 0.08327991+0.00000000e+00j]","{'Sr', 'Br', 'Cu', 'N', 'Cl', 'F', 'O', 'S', 'Ba'}"
1546,3,BaCl2Ni71O140Rb213,"[0.        +8.04671612e-05j 0.        +2.20678945e-05j
 0.        +9.34579512e-06j ... 0.07227696+0.00000000e+00j
 0.07234294+0.00000000e+00j 0.08145127+0.00000000e+00j]","{'Sr', 'Br', 'Cu', 'N', 'Cl', 'F', 'O', 'S', 'Ba'}"
1546,3,BrCl2Cu2FNi68O138Rb207SSr4,"[0.        +2.05267719e-03j 0.        +1.15554908e-03j
 0.        +2.24992403e-05j ... 0.08132622+0.00000000e+00j
 0.08249828+0.00000000e+00j 0.08315328+0.00000000e+00j]","{'Sr', 'Br', 'Cu', 'N', 'Cl', 'F', 'O', 'S', 'Ba'}"
1551,1,ClCo34CrKO213Sr67Te36,"[0.00000000e+00+1.94036519e-05j 2.68742194e-05+0.00000000e+00j
 3.72076386e-05+0.00000000e+00j ... 8.42726832e-02+0.00000000e+00j
 8.95027355e-02+0.00000000e+00j 9.05218161e-02+0.00000000e+00j]","{'V', 'Cs', 'K', 'Zn', 'Rb', 'La', 'Cr', 'Cl', 'F', 'Nd'}"
1551,1,ClCo34O211Sr71Te36V,"[0.00000000e+00+1.53902123e-05j 1.24614279e-05+0.00000000e+00j
 3.30704890e-05+0.00000000e+00j ... 8.33964017e-02+0.00000000e+00j
 8.61692298e-02+0.00000000e+00j 8.67201916e-02+0.00000000e+00j]","{'V', 'Cs', 'K', 'Zn', 'Rb', 'La', 'Cr', 'Cl', 'F', 'Nd'}"
1551,2,Cl2Co34CsF4KO206Sr68Te35,"[0.        +2.17653289e-03j 0.        +3.37270698e-05j
 0.        +8.44568539e-06j ... 0.09042345+0.00000000e+00j
 0.09499295+0.00000000e+00j 0.09648556+0.00000000e+00j]","{'V', 'Cs', 'K', 'Zn', 'Rb', 'La', 'Cr', 'Cl', 'F', 'Nd'}"
1551,2,Cl2Co36CsFO211Sr71Te36,"[0.00000000e+00+3.88212964e-05j 0.00000000e+00+1.54932366e-05j
 1.61461389e-05+0.00000000e+00j ... 8.59414122e-02+0.00000000e+00j
 8.69031585e-02+0.00000000e+00j 8.69906805e-02+0.00000000e+00j]","{'V', 'Cs', 'K', 'Zn', 'Rb', 'La', 'Cr', 'Cl', 'F', 'Nd'}"
1551,3,Cl3Co34CrFO208Sr70Te34,"[0.00000000e+00+3.27718452e-05j 0.00000000e+00+2.50751551e-05j
 1.69833807e-05+0.00000000e+00j ... 8.91950021e-02+0.00000000e+00j
 8.95376623e-02+0.00000000e+00j 9.42255183e-02+0.00000000e+00j]","{'V', 'Cs', 'K', 'Zn', 'Rb', 'La', 'Cr', 'Cl', 'F', 'Nd'}"
1551,3,Cl4Co36CsF2O208Sr71Te33,"[0.00000000e+00+3.46213236e-05j 1.91849281e-05+0.00000000e+00j
 2.61378529e-05+0.00000000e+00j ... 8.49191724e-02+0.00000000e+00j
 8.80349795e-02+0.00000000e+00j 9.01707460e-02+0.00000000e+00j]","{'V', 'Cs', 'K', 'Zn', 'Rb', 'La', 'Cr', 'Cl', 'F', 'Nd'}"
1553,1,Br3Cl2F2Mn2O275P2Zr138,"[0.        +7.79909429e-03j 0.        +2.69513494e-05j
 0.        +7.15853975e-06j ... 0.09845625+0.00000000e+00j
 0.10380181+0.00000000e+00j 0.10621492+0.00000000e+00j]","{'V', 'Mn', 'Mg', 'P', 'Br', 'Fe', 'Cl', 'F'}"
1553,1,Br2Cl3F3MgO275V3Zr140,"[0.00000000e+00+1.62830395e-05j 8.11382230e-06+0.00000000e+00j
 2.93063381e-05+0.00000000e+00j ... 8.76185357e-02+0.00000000e+00j
 8.77027030e-02+0.00000000e+00j 8.86282336e-02+0.00000000e+00j]","{'V', 'Mn', 'Mg', 'P', 'Br', 'Fe', 'Cl', 'F'}"
1553,1,BrClF2Mg2O281PVZr139,"[0.00000000e+00+4.5398658e-05j 2.29653948e-05+0.0000000e+00j
 3.46323064e-05+0.0000000e+00j ... 9.30568667e-02+0.0000000e+00j
 9.78626645e-02+0.0000000e+00j 1.06335096e-01+0.0000000e+00j]","{'V', 'Mn', 'Mg', 'P', 'Br', 'Fe', 'Cl', 'F'}"
1553,2,BrClFO278Zr141,"[0.        +3.01738246e-03j 0.        +7.18388077e-04j
 0.        +3.81558057e-05j ... 0.09463347+0.00000000e+00j
 0.09913615+0.00000000e+00j 0.10010166+0.00000000e+00j]","{'V', 'Mn', 'Mg', 'P', 'Br', 'Fe', 'Cl', 'F'}"
1553,2,BrCl2F2MgMnO280V2Zr139,"[0.00000000e+00+3.39320231e-05j 2.18107567e-05+0.00000000e+00j
 4.40503060e-05+0.00000000e+00j ... 9.12334898e-02+0.00000000e+00j
 9.32385871e-02+0.00000000e+00j 9.54052707e-02+0.00000000e+00j]","{'V', 'Mn', 'Mg', 'P', 'Br', 'Fe', 'Cl', 'F'}"
1553,2,Br2Cl3F2MgMnO277Zr136,"[0.00000000e+00+7.26552310e-03j 0.00000000e+00+3.33172823e-05j
 3.26617851e-05+0.00000000e+00j ... 9.40984195e-02+0.00000000e+00j
 9.46296228e-02+0.00000000e+00j 9.67065673e-02+0.00000000e+00j]","{'V', 'Mn', 'Mg', 'P', 'Br', 'Fe', 'Cl', 'F'}"
1553,3,BrCl2Mn2O282P2VZr137,"[0.00000000e+00+2.73360216e-05j 1.91505031e-05+0.00000000e+00j
 3.90099741e-05+0.00000000e+00j ... 1.11481707e-01+0.00000000e+00j
 1.26859391e-01+0.00000000e+00j 1.48710044e-01+0.00000000e+00j]","{'V', 'Mn', 'Mg', 'P', 'Br', 'Fe', 'Cl', 'F'}"
1553,3,Br3ClFFe2MnO277Zr138,"[0.00000000e+00+3.1709608e-05j 2.85922210e-05+0.0000000e+00j
 4.19296980e-05+0.0000000e+00j ... 9.19514798e-02+0.0000000e+00j
 9.32706335e-02+0.0000000e+00j 9.45572023e-02+0.0000000e+00j]","{'V', 'Mn', 'Mg', 'P', 'Br', 'Fe', 'Cl', 'F'}"
1553,3,Br2ClMnO278PVZr138,"[0.00000000e+00+3.75925393e-05j 0.00000000e+00+1.37670459e-05j
 2.27428199e-05+0.00000000e+00j ... 1.05705559e-01+0.00000000e+00j
 1.09311026e-01+0.00000000e+00j 1.17953031e-01+0.00000000e+00j]","{'V', 'Mn', 'Mg', 'P', 'Br', 'Fe', 'Cl', 'F'}"
1554,1,Cl2Cs2FKNaNbO257RbSr102Ti78,"[0.00000000e+00+3.84145061e-05j 0.00000000e+00+2.01462459e-05j
 1.63271920e-05+0.00000000e+00j ... 1.04376997e-01+0.00000000e+00j
 1.06775462e-01+0.00000000e+00j 1.07460703e-01+0.00000000e+00j]","{'Cs', 'K', 'Ta', 'Rb', 'La', 'Na', 'Nb', 'Cl', 'F'}"
1554,1,Cl4CsF4O259Sr106Ti79,"[0.00000000e+00+3.35010594e-05j 1.04840848e-05+0.00000000e+00j
 3.32931829e-05+0.00000000e+00j ... 1.04871662e-01+0.00000000e+00j
 1.06897810e-01+0.00000000e+00j 1.08857557e-01+0.00000000e+00j]","{'Cs', 'K', 'Ta', 'Rb', 'La', 'Na', 'Nb', 'Cl', 'F'}"
1554,2,ClCsNaO265RbSr106Ti79,"[2.67137699e-06+0.j 1.84488732e-05+0.j 3.07181765e-05+0.j ...
 1.05623133e-01+0.j 1.07956210e-01+0.j 1.10471311e-01+0.j]","{'Cs', 'K', 'Ta', 'Rb', 'La', 'Na', 'Nb', 'Cl', 'F'}"
1554,2,Cl2CsF2NaNbO261Sr105Ti80,"[0.00000000e+00+2.44052266e-05j 1.08199393e-05+0.00000000e+00j
 2.71833568e-05+0.00000000e+00j ... 9.72985361e-02+0.00000000e+00j
 9.99980676e-02+0.00000000e+00j 1.00230877e-01+0.00000000e+00j]","{'Cs', 'K', 'Ta', 'Rb', 'La', 'Na', 'Nb', 'Cl', 'F'}"
1554,3,Cl4FO257Sr106Ti81,"[0.00000000e+00+1.80194884e-05j 1.63517242e-05+0.00000000e+00j
 3.42302467e-05+0.00000000e+00j ... 9.36846270e-02+0.00000000e+00j
 9.37117571e-02+0.00000000e+00j 1.04919642e-01+0.00000000e+00j]","{'Cs', 'K', 'Ta', 'Rb', 'La', 'Na', 'Nb', 'Cl', 'F'}"
1554,3,CsF2NbO265RbSr104Ti80,"[0.00000000e+00+3.88133709e-05j 0.00000000e+00+1.62446671e-05j
 2.27212250e-05+0.00000000e+00j ... 1.02314260e-01+0.00000000e+00j
 1.04478894e-01+0.00000000e+00j 1.09699020e-01+0.00000000e+00j]","{'Cs', 'K', 'Ta', 'Rb', 'La', 'Na', 'Nb', 'Cl', 'F'}"
1557,1,C105Al207K2N73O,"[0.00000000e+00+1.76250814e-05j 2.30142554e-05+0.00000000e+00j
 5.18080781e-05+0.00000000e+00j ... 1.39294837e-01+0.00000000e+00j
 1.45239317e-01+0.00000000e+00j 1.56821234e-01+0.00000000e+00j]","{'Ag', 'K', 'Na', 'N', 'F', 'O'}"
1557,1,C106Ag2Al212KN72O,"[0.00000000e+00+4.38036845e-05j 3.03020369e-05+0.00000000e+00j
 4.23937342e-05+0.00000000e+00j ... 1.05302794e-01+0.00000000e+00j
 1.06571812e-01+0.00000000e+00j 2.10651429e-01+0.00000000e+00j]","{'Ag', 'K', 'Na', 'N', 'F', 'O'}"
1557,2,C105Ag2Al209F2K2N71O2,"[0.00000000e+00+4.56927496e-05j 0.00000000e+00+2.30834961e-05j
 3.82321934e-05+0.00000000e+00j ... 1.29804994e-01+0.00000000e+00j
 1.42043148e-01+0.00000000e+00j 1.48340112e-01+0.00000000e+00j]","{'Ag', 'K', 'Na', 'N', 'F', 'O'}"
1557,2,C107Al216N72,"[0.00000000e+00+4.2037292e-05j 2.17535221e-05+0.0000000e+00j
 3.90534095e-05+0.0000000e+00j ... 1.01053284e-01+0.0000000e+00j
 1.01097862e-01+0.0000000e+00j 1.02189738e-01+0.0000000e+00j]","{'Ag', 'K', 'Na', 'N', 'F', 'O'}"
1557,3,C106Al210F2N73,"[0.00000000e+00+4.62654759e-05j 0.00000000e+00+1.93595645e-05j
 4.36231790e-05+0.00000000e+00j ... 1.05212354e-01+0.00000000e+00j
 1.05532144e-01+0.00000000e+00j 1.34098520e-01+0.00000000e+00j]","{'Ag', 'K', 'Na', 'N', 'F', 'O'}"
1557,3,C106Al213F2N73,"[0.00000000e+00+5.55651728e-05j 3.04490134e-05+0.00000000e+00j
 5.32632350e-05+0.00000000e+00j ... 1.18155877e-01+0.00000000e+00j
 1.18648653e-01+0.00000000e+00j 1.73638926e-01+0.00000000e+00j]","{'Ag', 'K', 'Na', 'N', 'F', 'O'}"
1558,2,Al36Br278CsNb36S,"[0.        +0.00097009j 0.        +0.00061465j 0.        +0.00046549j ...
 0.05888141+0.j         0.0591016 +0.j         0.05992066+0.j        ]","{'Si', 'Cs', 'K', 'Rb', 'Li', 'Na', 'W', 'O', 'S'}"
1559,1,Cl4CoF3MnO242Sn243,"[0.        +3.01048916e-03j 0.        +1.14776995e-03j
 0.        +1.62566297e-05j ... 0.05743022+0.00000000e+00j
 0.05787115+0.00000000e+00j 0.0584444 +0.00000000e+00j]","{'Cs', 'K', 'Mn', 'Rb', 'Cr', 'Cl', 'F', 'O', 'Co', 'Tl'}"
1559,1,ClFKO243Sn247,"[0.00000000e+00+1.37343260e-05j 0.00000000e+00+9.11816425e-06j
 2.29656821e-05+0.00000000e+00j ... 5.69884514e-02+0.00000000e+00j
 5.77439557e-02+0.00000000e+00j 5.77609691e-02+0.00000000e+00j]","{'Cs', 'K', 'Mn', 'Rb', 'Cr', 'Cl', 'F', 'O', 'Co', 'Tl'}"
1559,2,Cl3F3O239RbSn242,"[0.        +3.59954704e-03j 0.        +2.78665393e-05j
 0.        +2.11640273e-05j ... 0.05864357+0.00000000e+00j
 0.05962762+0.00000000e+00j 0.0598758 +0.00000000e+00j]","{'Cs', 'K', 'Mn', 'Rb', 'Cr', 'Cl', 'F', 'O', 'Co', 'Tl'}"
1559,2,Cl3CrF5K2MnO237Rb2Sn238,"[0.00000000e+00+3.17720737e-05j 0.00000000e+00+1.12791831e-05j
 1.25956239e-05+0.00000000e+00j ... 6.14821661e-02+0.00000000e+00j
 6.64899623e-02+0.00000000e+00j 6.79245818e-02+0.00000000e+00j]","{'Cs', 'K', 'Mn', 'Rb', 'Cr', 'Cl', 'F', 'O', 'Co', 'Tl'}"
1559,2,ClCrCsF2K3MnO243RbSn237,"[0.00000000e+00+1.75169964e-05j 1.52602199e-06+0.00000000e+00j
 1.62143389e-05+0.00000000e+00j ... 6.21788015e-02+0.00000000e+00j
 6.48209523e-02+0.00000000e+00j 6.57421972e-02+0.00000000e+00j]","{'Cs', 'K', 'Mn', 'Rb', 'Cr', 'Cl', 'F', 'O', 'Co', 'Tl'}"
1559,3,CoO244Sn247,"[0.00000000e+00+1.70788708e-05j 0.00000000e+00+1.15371374e-05j
 1.87890685e-05+0.00000000e+00j ... 5.51702360e-02+0.00000000e+00j
 5.52371299e-02+0.00000000e+00j 5.66115225e-02+0.00000000e+00j]","{'Cs', 'K', 'Mn', 'Rb', 'Cr', 'Cl', 'F', 'O', 'Co', 'Tl'}"
1559,3,Cl2Co2CrF4MnO242RbSn243,"[0.00000000e+00+1.79329475e-05j 1.31570895e-05+0.00000000e+00j
 2.36915098e-05+0.00000000e+00j ... 5.64329740e-02+0.00000000e+00j
 5.80396757e-02+0.00000000e+00j 5.97469545e-02+0.00000000e+00j]","{'Cs', 'K', 'Mn', 'Rb', 'Cr', 'Cl', 'F', 'O', 'Co', 'Tl'}"
1564,1,H95FIn94MgO190,"[0.00000000e+00+3.41248554e-05j 1.54682973e-05+0.00000000e+00j
 4.31262157e-05+0.00000000e+00j ... 3.62237002e-01+0.00000000e+00j
 3.79088426e-01+0.00000000e+00j 4.48047841e-01+0.00000000e+00j]","{'Si', 'Cs', 'K', 'Mg', 'Na', 'Li', 'W', 'Cl', 'F', 'Sb'}"
1564,1,H95ClIn94LiO190Sb,"[0.00000000e+00+3.41299020e-05j 0.00000000e+00+1.18372716e-05j
 2.57933734e-05+0.00000000e+00j ... 3.74395731e-01+0.00000000e+00j
 4.05939686e-01+0.00000000e+00j 4.46928014e-01+0.00000000e+00j]","{'Si', 'Cs', 'K', 'Mg', 'Na', 'Li', 'W', 'Cl', 'F', 'Sb'}"
1564,2,H94Cl2In93NaO185SbSi,"[0.00000000e+00+2.70387189e-02j 0.00000000e+00+3.14363141e-05j
 1.28657641e-05+0.00000000e+00j ... 4.39434621e-01+0.00000000e+00j
 4.40626006e-01+0.00000000e+00j 4.41601207e-01+0.00000000e+00j]","{'Si', 'Cs', 'K', 'Mg', 'Na', 'Li', 'W', 'Cl', 'F', 'Sb'}"
1564,2,H95In92O188,"[0.        +1.71439898e-02j 0.        +2.70193383e-03j
 0.        +2.83147481e-05j ... 0.4427268 +0.00000000e+00j
 0.4489128 +0.00000000e+00j 0.45588757+0.00000000e+00j]","{'Si', 'Cs', 'K', 'Mg', 'Na', 'Li', 'W', 'Cl', 'F', 'Sb'}"
1564,3,H93Cl3CsFIn91O185SbSi,"[0.00000000e+00+4.12963080e-05j 0.00000000e+00+1.93605581e-05j
 2.19262243e-05+0.00000000e+00j ... 4.34660477e-01+0.00000000e+00j
 4.36306614e-01+0.00000000e+00j 4.41396954e-01+0.00000000e+00j]","{'Si', 'Cs', 'K', 'Mg', 'Na', 'Li', 'W', 'Cl', 'F', 'Sb'}"
1564,3,H94ClIn92LiO186Sb,"[0.        +3.28389646e-02j 0.        +7.59270935e-03j
 0.        +4.16673304e-05j ... 0.44239857+0.00000000e+00j
 0.44480717+0.00000000e+00j 0.45218187+0.00000000e+00j]","{'Si', 'Cs', 'K', 'Mg', 'Na', 'Li', 'W', 'Cl', 'F', 'Sb'}"
