,Unnamed: 0,ICSD,Crystal,n_dopant,n_original,p_dopant,p_original
5718,5718,248616,Ba2Ga1In1O5_248616.json,"['F', 'Cl', 'W', 'Sb', 'La']","['O', 'O', 'In', 'In', 'Ba']","['Cs', 'Rb', 'Na', 'K', 'Cs']","['Ba', 'Ba', 'In', 'Ba', 'Ga']"
5721,5721,422768,Cs1H4O5Sb1_422768.json,"['Ba', 'F', 'Sr', 'Mo', 'Cl']","['Cs', 'O', 'Cs', 'Sb', 'O']","['Na', 'K', 'Fe', 'Ca', 'Mg']","['Sb', 'Sb', 'Sb', 'Sb', 'Sb']"
5724,5724,193280,As2Fe1Li1O7_193280.json,"['F', 'Si', 'Er', 'Cl', 'Cr']","['O', 'Li', 'Li', 'O', 'As']","['Si', 'Ge', 'Na', 'O', 'K']","['As', 'As', 'Fe', 'Li', 'Fe']"
5730,5730,2536,Ba1Fe4O8Sr1_2536.json,"['F', 'La', 'Cl', 'Nd', 'Sb']","['O', 'Sr', 'O', 'Sr', 'Fe']","['Cs', 'Rb', 'Cs', 'K', 'Na']","['Ba', 'Ba', 'Sr', 'Ba', 'Fe']"
5731,5731,280045,Ba3Mn2O8_280045.json,"['F', 'Cl', 'La', 'Nd', 'Pr']","['O', 'O', 'Ba', 'Ba', 'Ba']","['Cs', 'Rb', 'K', 'Si', 'Tl']","['Ba', 'Ba', 'Ba', 'Mn', 'Ba']"
5732,5732,1879,F6Mo1_1879.json,"['I', 'Os', 'Re', 'Na', 'Li']","['Mo', 'Mo', 'Mo', 'F', 'F']","['O', 'Na', 'K', 'Sb', 'Mg']","['F', 'Mo', 'Mo', 'Mo', 'Mo']"
5733,5733,281495,Cl1Fe1N3O3_281495.json,"['Nb', 'U', 'Te', 'Sn', 'Ti']","['Fe', 'Fe', 'Fe', 'Fe', 'Fe']","['Ni', 'Mg', 'Cu', 'Co', 'Li']","['Fe', 'Fe', 'Fe', 'Fe', 'Fe']"
5739,5739,25347,In1K1Te2_25347.json,"['I', 'Ra', 'Zr', 'Pb', 'Te']","['Te', 'K', 'In', 'In', 'In']","['Fe', 'Zn', 'Li', 'Mn', 'Co']","['In', 'In', 'In', 'In', 'In']"
5740,5740,260562,Ca1In2P2_260562.json,"['Ce', 'Pr', 'Nd', 'Am', 'Te']","['Ca', 'Ca', 'Ca', 'Ca', 'Ca']","['Na', 'Ag', 'Hg', 'Li', 'F']","['Ca', 'Ca', 'Ca', 'Ca', 'Ca']"
5741,5741,193983,Cu2Fe1Ge1S4_193983.json,"['Zn', 'Hg', 'P', 'As', 'W']","['Cu', 'Cu', 'Ge', 'Ge', 'Fe']","['Na', 'Zn', 'Cd', 'Li', 'Co']","['Fe', 'Ge', 'Ge', 'Fe', 'Ge']"
5743,5743,181829,O3Rh2_181829.json,"['F', 'Re', 'Sb', 'Pt', 'Cl']","['O', 'Rh', 'Rh', 'Rh', 'O']","['Na', 'K', 'Rb', 'Tl', 'Li']","['Rh', 'Rh', 'Rh', 'Rh', 'Rh']"
5744,5744,31297,Cd1K2N12_31297.json,"['I', 'Cf', 'Eu', 'Sm', 'Po']","['Cd', 'Cd', 'Cd', 'Cd', 'Cd']","['Na', 'Li', 'Ag', 'Hg', 'F']","['Cd', 'Cd', 'Cd', 'Cd', 'Cd']"
5745,5745,166115,Ni1O1_166115.json,"['F', 'Cl', 'Fe', 'Cr', 'Sn']","['O', 'O', 'Ni', 'Ni', 'Ni']","['Na', 'Li', 'K', 'Se', 'O']","['Ni', 'Ni', 'Ni', 'Ni', 'Ni']"
5746,5746,42064,Li1Sb1Zn1_42064.json,"['Sb', 'Zr', 'Np', 'Sc', 'Pb']","['Li', 'Zn', 'Li', 'Li', 'Li']","['Li', 'Na', 'Ag', 'F', 'O']","['Zn', 'Zn', 'Zn', 'Li', 'Li']"
5749,5749,26049,Cl4Zr1_26049.json,"['K', 'Rb', 'Na', 'V', 'P']","['Cl', 'Cl', 'Cl', 'Zr', 'Zr']","['O', 'S', 'Fe', 'Mn', 'Mn']","['Cl', 'Cl', 'Zr', 'Zr', 'Zr']"
5754,5754,15508,Ba2Mn1O3_15508.json,"['F', 'Cl', 'Sc', 'Ir', 'La']","['O', 'O', 'Mn', 'Mn', 'Ba']","['Cs', 'Rb', 'K', 'Na', 'Li']","['Ba', 'Ba', 'Ba', 'Mn', 'Mn']"
5758,5758,56568,As1I3_56568.json,"['K', 'Cs', 'Rb', 'Tl', 'Na']","['I', 'I', 'I', 'I', 'I']","['O', 'Rb', 'Na', 'S', 'Li']","['I', 'As', 'As', 'I', 'As']"
5764,5764,107638,O4V1Y1_107638.json,"['F', 'Re', 'Cr', 'Cl', 'V']","['O', 'Y', 'V', 'O', 'Y']","['Si', 'Na', 'Y', 'K', 'Ca']","['V', 'Y', 'V', 'Y', 'Y']"
5765,5765,29082,Co1O1_29082.json,"['F', 'Cl', 'Ge', 'Sn', 'Fe']","['O', 'O', 'Co', 'Co', 'Co']","['Na', 'Li', 'O', 'K', 'N']","['Co', 'Co', 'Co', 'Co', 'O']"
5766,5766,189278,Cu2Se4Sn1Zn1_189278.json,"['Zn', 'Hg', 'Si', 'Ge', 'Ta']","['Cu', 'Cu', 'Zn', 'Zn', 'Sn']","['Na', 'Cu', 'N', 'Co', 'Cd']","['Zn', 'Zn', 'Se', 'Sn', 'Sn']"
5771,5771,169483,Mo2O8Zr1_169483.json,"['F', 'Cl', 'V', 'I', 'Os']","['O', 'O', 'Zr', 'Mo', 'Mo']","['Na', 'K', 'Sb', 'Fe', 'Mn']","['Mo', 'Mo', 'Mo', 'Zr', 'Zr']"
5773,5773,202400,Na1Nb3O8_202400.json,"['F', 'Ca', 'Sb', 'Cl', 'Er']","['O', 'Na', 'Na', 'O', 'Na']","['Na', 'Ti', 'Rb', 'Ca', 'Sn']","['Nb', 'Nb', 'Nb', 'Nb', 'Nb']"
5774,5774,105522,Al1N1_105522.json,"['O', 'S', 'Se', 'F', 'Li']","['N', 'N', 'N', 'N', 'N']","['Li', 'Na', 'Mg', 'K', 'Tl']","['Al', 'Al', 'Al', 'Al', 'Al']"
5778,5778,23563,Na1Nb1O3_23563.json,"['F', 'Ca', 'Sb', 'Cl', 'Er']","['O', 'Na', 'Na', 'O', 'Na']","['Na', 'Ti', 'Rb', 'Ca', 'Sn']","['Nb', 'Nb', 'Nb', 'Nb', 'Nb']"
5779,5779,202852,Ca1Co1O7P2_202852.json,"['F', 'La', 'Cl', 'Nd', 'Ge']","['O', 'Ca', 'O', 'Ca', 'Co']","['Na', 'K', 'Na', 'Si', 'Cs']","['Ca', 'Ca', 'Co', 'P', 'Ca']"
5780,5780,248431,F2Sr1_248431.json,"['La', 'Nd', 'Pr', 'Sm', 'Y']","['Sr', 'Sr', 'Sr', 'Sr', 'Sr']","['O', 'Cs', 'Rb', 'K', 'Na']","['F', 'Sr', 'Sr', 'Sr', 'Sr']"
5781,5781,165607,Al1Cl4Cu1_165607.json,"['Zn', 'Hg', 'Si', 'Cu', 'K']","['Cu', 'Cu', 'Al', 'Cu', 'Cl']","['O', 'S', 'Li', 'Na', 'O']","['Cl', 'Cl', 'Al', 'Al', 'Cu']"
5782,5782,15289,Ba1Ni1S2_15289.json,"['Fe', 'Cr', 'Cl', 'Sn', 'W']","['Ni', 'Ni', 'S', 'Ni', 'Ni']","['Cs', 'Rb', 'Na', 'K', 'N']","['Ba', 'Ba', 'Ni', 'Ba', 'S']"
5783,5783,80320,Br3Cs1Ge1_80320.json,"['Ba', 'N', 'I', 'Sn', 'Sr']","['Cs', 'Ge', 'Ge', 'Ge', 'Cs']","['O', 'S', 'I', 'S', 'Se']","['Br', 'Br', 'Ge', 'Ge', 'Br']"
5785,5785,644962,Na2S1_644962.json,"['Ca', 'Sb', 'Er', 'W', 'Ho']","['Na', 'Na', 'Na', 'Na', 'Na']","['N', 'F', 'O', 'Cl', 'N']","['S', 'Na', 'Na', 'Na', 'Na']"
5787,5787,41060,Ca3N3V1_41060.json,"['O', 'S', 'Se', 'F', 'La']","['N', 'N', 'N', 'N', 'Ca']","['Na', 'Na', 'K', 'Rb', 'K']","['Ca', 'V', 'Ca', 'V', 'V']"
5795,5795,89471,O2V1_89471.json,"['F', 'Nb', 'Cl', 'Ta', 'Ru']","['O', 'V', 'O', 'V', 'V']","['Mg', 'Cd', 'Mn', 'Ni', 'Cu']","['V', 'V', 'V', 'V', 'V']"
5796,5796,99465,O2Se1_99465.json,"['F', 'Cl', 'I', 'Br', 'I']","['O', 'O', 'Se', 'O', 'O']","['La', 'Nd', 'Pr', 'Ca', 'Na']","['Se', 'Se', 'Se', 'Se', 'Se']"
5797,5797,192407,Na1Nb1O3_192407.json,"['F', 'Ca', 'Sb', 'Cl', 'Er']","['O', 'Na', 'Na', 'O', 'Na']","['Na', 'Ti', 'Rb', 'Ca', 'Sn']","['Nb', 'Nb', 'Nb', 'Nb', 'Nb']"
5799,5799,59359,Li2O5Si1V1_59359.json,"['F', 'Nb', 'Si', 'P', 'Er']","['O', 'V', 'Li', 'Si', 'Li']","['Mg', 'Cd', 'Mn', 'Li', 'Ni']","['V', 'V', 'V', 'Si', 'V']"
5802,5802,412445,Na1S7Si1Y3_412445.json,"['Re', 'P', 'Ca', 'Sb', 'V']","['Y', 'Si', 'Na', 'Na', 'Si']","['Na', 'Li', 'K', 'Ca', 'Zn']","['Y', 'Si', 'Y', 'Y', 'Si']"
5803,5803,380254,Ca1Mo1O6Sr2_380254.json,"['F', 'La', 'La', 'Cl', 'Nd']","['O', 'Sr', 'Ca', 'O', 'Ca']","['Na', 'Cs', 'Na', 'Rb', 'K']","['Mo', 'Sr', 'Ca', 'Sr', 'Mo']"
5805,5805,65346,Cl1Fe1Li1Mo1O4_65346.json,"['F', 'Si', 'W', 'Sn', 'Er']","['O', 'Li', 'Fe', 'Fe', 'Li']","['O', 'Na', 'Na', 'K', 'Sb']","['Cl', 'Mo', 'Fe', 'Mo', 'Mo']"
5806,5806,616185,Be2C1_616185.json,"['Si', 'Cr', 'Se', 'Mn', 'Br']","['Be', 'Be', 'Be', 'Be', 'Be']","['Li', 'Na', 'Ag', 'F', 'K']","['Be', 'Be', 'Be', 'Be', 'Be']"
5809,5809,170844,Ag2Ge1Rb2S4_170844.json,"['Ba', 'Sr', 'P', 'As', 'In']","['Rb', 'Rb', 'Ge', 'Ge', 'Ag']","['Zn', 'O', 'Cd', 'Co', 'Li']","['Ge', 'Ag', 'Ge', 'Ge', 'Ge']"
5811,5811,201705,B1F4H2N3S3_201705.json,"['S', 'Cl', 'C', 'P', 'Mn']","['B', 'B', 'B', 'B', 'B']","['Be', 'Ni', 'Mg', 'Cu', 'Co']","['B', 'B', 'B', 'B', 'B']"
5812,5812,86064,Ba1Cu1N1_86064.json,"['O', 'S', 'Se', 'F', 'Zn']","['N', 'N', 'N', 'N', 'Cu']","['Cs', 'Rb', 'K', 'O', 'Tl']","['Ba', 'Ba', 'Ba', 'Cu', 'Ba']"
5816,5816,77275,Al1K2Li1P2_77275.json,"['Zr', 'Zr', 'Co', 'Zn', 'Hf']","['Li', 'Al', 'Li', 'Li', 'Li']","['Li', 'Co', 'Zn', 'Mg', 'Cu']","['Al', 'Al', 'Al', 'Al', 'Al']"
5825,5825,81078,Br7Nb3S1_81078.json,"['K', 'Cl', 'Rb', 'Cs', 'Na']","['Br', 'S', 'Br', 'Br', 'Br']","['O', 'Rb', 'Tl', 'Cs', 'S']","['Br', 'Nb', 'Nb', 'Nb', 'Br']"
5827,5827,93975,O2Si1_93975.json,"['F', 'P', 'V', 'Cl', 'As']","['O', 'Si', 'Si', 'O', 'Si']","['Li', 'Zn', 'Be', 'Mg', 'Al']","['Si', 'Si', 'Si', 'Si', 'Si']"
5830,5830,40428,P4Zn1_40428.json,"['Sc', 'U', 'Np', 'Zr', 'Sb']","['Zn', 'Zn', 'Zn', 'Zn', 'Zn']","['Li', 'Na', 'Ag', 'Hg', 'F']","['Zn', 'Zn', 'Zn', 'Zn', 'Zn']"
5835,5835,36305,Br6Pd1Rb2_36305.json,"['Ba', 'Sr', 'K', 'Rb', 'Er']","['Rb', 'Rb', 'Br', 'Br', 'Rb']","['O', 'S', 'Cd', 'Zn', 'Mn']","['Br', 'Br', 'Pd', 'Pd', 'Pd']"
5836,5836,66657,Ba1Cu2Se2_66657.json,"['Zn', 'Hg', 'Cu', 'La', 'In']","['Cu', 'Cu', 'Cu', 'Ba', 'Cu']","['Cs', 'Rb', 'K', 'N', 'O']","['Ba', 'Ba', 'Ba', 'Se', 'Cu']"
5841,5841,170843,Ag2Ge1K2S4_170843.json,"['Ba', 'P', 'Sr', 'As', 'In']","['K', 'Ge', 'K', 'Ge', 'Ag']","['Zn', 'O', 'Cd', 'Co', 'Li']","['Ge', 'Ag', 'Ge', 'Ge', 'Ge']"
5845,5845,154191,Fe2O3_154191.json,"['F', 'Cl', 'Sb', 'W', 'Zr']","['O', 'O', 'Fe', 'Fe', 'Fe']","['Na', 'K', 'Li', 'Ni', 'Mg']","['Fe', 'Fe', 'Fe', 'Fe', 'Fe']"
5849,5849,45060,B1O3V1_45060.json,"['F', 'C', 'Re', 'Cl', 'N']","['O', 'B', 'V', 'O', 'B']","['Na', 'Rb', 'K', 'Li', 'Mg']","['V', 'V', 'V', 'V', 'V']"
5850,5850,65198,Br3In1_65198.json,"['K', 'Rb', 'W', 'Sb', 'Cs']","['Br', 'Br', 'In', 'In', 'Br']","['O', 'Na', 'S', 'K', 'Cs']","['Br', 'In', 'Br', 'In', 'In']"
5851,5851,83352,Ca2P2_83352.json,"['Ce', 'Pr', 'Nd', 'Am', 'Te']","['Ca', 'Ca', 'Ca', 'Ca', 'Ca']","['Na', 'Ag', 'Hg', 'Li', 'F']","['Ca', 'Ca', 'Ca', 'Ca', 'Ca']"
5856,5856,169760,C4N4Ni1Zn1_169760.json,"['O', 'S', 'Se', 'F', 'Si']","['N', 'N', 'N', 'N', 'Zn']","['Na', 'N', 'Na', 'Cu', 'Li']","['Ni', 'C', 'Zn', 'Zn', 'Ni']"
5860,5860,25636,Al2Se4Zn1_25636.json,"['Si', 'Ge', 'Si', 'W', 'Mo']","['Zn', 'Zn', 'Al', 'Zn', 'Zn']","['Na', 'Li', 'Na', 'Cu', 'N']","['Zn', 'Al', 'Al', 'Zn', 'Se']"
5862,5862,402422,Cu1K2Nb1S4_402422.json,"['Ba', 'Zn', 'Hg', 'Sr', 'W']","['K', 'Cu', 'Cu', 'K', 'Nb']","['Na', 'Ti', 'Rb', 'N', 'O']","['Nb', 'Nb', 'Nb', 'S', 'Cu']"
5866,5866,163950,Al1N1_163950.json,"['O', 'S', 'Se', 'F', 'Li']","['N', 'N', 'N', 'N', 'N']","['Li', 'Na', 'Mg', 'K', 'Tl']","['Al', 'Al', 'Al', 'Al', 'Al']"
5871,5871,39434,Cl6Pd1S2_39434.json,"['Fe', 'Mn', 'Sc', 'Cr', 'V']","['Pd', 'Pd', 'Pd', 'Pd', 'Pd']","['O', 'S', 'Na', 'Cu', 'K']","['Cl', 'Cl', 'Pd', 'Pd', 'Pd']"
5873,5873,170947,Br1Cu1H6N2_170947.json,"['O', 'S', 'Se', 'F', 'Zn']","['N', 'N', 'N', 'N', 'Cu']","['O', 'S', 'O', 'O', 'Se']","['Br', 'Br', 'Cu', 'H', 'Br']"
5876,5876,262234,C1Ca1Cs1F1O3_262234.json,"['Ba', 'F', 'N', 'Sr', 'La']","['Cs', 'O', 'C', 'Cs', 'Ca']","['O', 'B', 'Na', 'Al', 'Ag']","['F', 'C', 'Ca', 'C', 'C']"
5878,5878,57020,Ba1Cu1Sb1_57020.json,"['Ac', 'La', 'Bi', 'Ce', 'Pr']","['Ba', 'Ba', 'Ba', 'Ba', 'Ba']","['F', 'K', 'O', 'Tl', 'Hg']","['Ba', 'Ba', 'Ba', 'Ba', 'Ba']"
5879,5879,421461,Ag1F4K2_421461.json,"['Fe', 'Ba', 'Sc', 'V', 'Mn']","['Ag', 'K', 'Ag', 'Ag', 'Ag']","['O', 'O', 'O', 'Na', 'Ag']","['F', 'K', 'Ag', 'Ag', 'Ag']"
5880,5880,155834,Co1O3Y1_155834.json,"['F', 'Re', 'Se', 'Cl', 'Zr']","['O', 'Y', 'Co', 'O', 'Co']","['Na', 'Na', 'K', 'Ca', 'Ca']","['Y', 'Co', 'Y', 'Co', 'Y']"
5881,5881,656449,Ca1F2_656449.json,"['La', 'Nd', 'Pr', 'Sm', 'Y']","['Ca', 'Ca', 'Ca', 'Ca', 'Ca']","['O', 'Na', 'K', 'Cs', 'Rb']","['F', 'Ca', 'Ca', 'Ca', 'Ca']"
5882,5882,28230,Ag1I1_28230.json,"['In', 'K', 'Cs', 'Ga', 'Ba']","['Ag', 'I', 'I', 'Ag', 'Ag']","['O', 'S', 'O', 'Se', 'N']","['I', 'I', 'Ag', 'I', 'Ag']"
5887,5887,26150,Cd1Cu2Ge1S4_26150.json,"['Zn', 'Hg', 'P', 'As', 'Ge']","['Cu', 'Cu', 'Ge', 'Ge', 'Cd']","['Zn', 'Na', 'Cd', 'Co', 'Li']","['Ge', 'Cd', 'Ge', 'Ge', 'Ge']"
5891,5891,61393,Cd1P1S3_61393.json,"['Ge', 'Cl', 'Sn', 'Cr', 'Si']","['Cd', 'S', 'Cd', 'Cd', 'Cd']","['Na', 'N', 'O', 'Li', 'K']","['Cd', 'S', 'Cd', 'Cd', 'Cd']"
5895,5895,15511,K2O3Sn2_15511.json,"['F', 'Ba', 'Mn', 'Sr', 'Cl']","['O', 'K', 'Sn', 'K', 'O']","['Cs', 'Rb', 'K', 'O', 'Tl']","['Sn', 'Sn', 'Sn', 'Sn', 'Sn']"
5896,5896,37271,Ge1K4O4_37271.json,"['F', 'Ba', 'P', 'Sr', 'As']","['O', 'K', 'Ge', 'K', 'Ge']","['Zn', 'Cd', 'Co', 'Li', 'Cu']","['Ge', 'Ge', 'Ge', 'Ge', 'Ge']"
5898,5898,33709,Cl6K2Pd1_33709.json,"['Ba', 'Sr', 'Ca', 'La', 'K']","['K', 'K', 'K', 'K', 'Cl']","['O', 'Cd', 'S', 'Zn', 'Mn']","['Cl', 'Pd', 'Cl', 'Pd', 'Pd']"
5899,5899,247301,Mn2O7Sb2_247301.json,"['F', 'Mo', 'Cl', 'Sc', 'Ir']","['O', 'Sb', 'O', 'Mn', 'Mn']","['Na', 'K', 'Na', 'Fe', 'Ca']","['Sb', 'Sb', 'Mn', 'Sb', 'Sb']"
5900,5900,16723,Cr1S1_16723.json,"['Fe', 'Sc', 'Mn', 'Zr', 'Se']","['Cr', 'Cr', 'Cr', 'Cr', 'Cr']","['N', 'O', 'Na', 'K', 'S']","['S', 'Cr', 'Cr', 'Cr', 'Cr']"
5903,5903,413023,Ge1Se4Sr2_413023.json,"['La', 'P', 'As', 'Nd', 'Pr']","['Sr', 'Ge', 'Ge', 'Sr', 'Sr']","['Cs', 'Rb', 'K', 'Zn', 'N']","['Sr', 'Sr', 'Sr', 'Ge', 'Se']"
5908,5908,173119,Mg1Mo1O6Sr2_173119.json,"['F', 'La', 'Cl', 'Nd', 'W']","['O', 'Sr', 'O', 'Sr', 'Mg']","['Na', 'Cs', 'Na', 'Rb', 'K']","['Mo', 'Sr', 'Mg', 'Sr', 'Mo']"
5910,5910,65448,K6Mn1S4_65448.json,"['Ba', 'Sr', 'Cl', 'Ca', 'Sc']","['K', 'K', 'S', 'K', 'Mn']","['Na', 'N', 'Li', 'O', 'O']","['Mn', 'S', 'Mn', 'K', 'Mn']"
5912,5912,451,Li1Nb1O2_451.json,"['F', 'Si', 'Er', 'Cl', 'Ho']","['O', 'Li', 'Li', 'O', 'Li']","['Rb', 'Tl', 'Cs', 'O', 'Nb']","['Nb', 'Nb', 'Nb', 'Li', 'Nb']"
5918,5918,417870,Cl8Ga2Ni1_417870.json,"['Fe', 'Cr', 'Sn', 'W', 'Sc']","['Ni', 'Ni', 'Ni', 'Ni', 'Ni']","['O', 'Na', 'Cs', 'S', 'Ba']","['Cl', 'Ni', 'Ga', 'Cl', 'Ga']"
5919,5919,1830,Ba1Cu1K2N6O12_1830.json,"['F', 'Ba', 'Sr', 'Ge', 'Cl']","['O', 'K', 'K', 'Cu', 'O']","['Cs', 'Rb', 'K', 'Cu', 'Tl']","['Ba', 'Ba', 'Ba', 'Cu', 'Ba']"
5927,5927,635286,Ga1S6Y3_635286.json,"['Re', 'Cl', 'V', 'Ru', 'Se']","['Y', 'S', 'Y', 'Y', 'Ga']","['Na', 'Cs', 'K', 'Ba', 'Li']","['Y', 'Ga', 'Y', 'Ga', 'Ga']"
5934,5934,648727,Pd1Rb2Te2_648727.json,"['Ba', 'Pb', 'Sr', 'Eu', 'Ac']","['Rb', 'Rb', 'Rb', 'Rb', 'Rb']","['O', 'F', 'Cl', 'S', 'Br']","['Rb', 'Rb', 'Rb', 'Rb', 'Rb']"
5937,5937,150701,Fe1Mo1O6Sr2_150701.json,"['F', 'La', 'W', 'Sn', 'Cl']","['O', 'Sr', 'Fe', 'Fe', 'O']","['Na', 'Cs', 'Na', 'Rb', 'K']","['Mo', 'Sr', 'Fe', 'Sr', 'Mo']"
5939,5939,48186,Cl2Cr1H12I1N4_48186.json,"['O', 'S', 'Se', 'F', 'Li']","['N', 'N', 'N', 'N', 'N']","['O', 'O', 'S', 'Na', 'S']","['Cl', 'I', 'I', 'Cr', 'Cl']"
5940,5940,172782,Br1Mn1S2Sb1_172782.json,"['K', 'Cl', 'Sb', 'Rb', 'Sc']","['Br', 'S', 'Sb', 'Br', 'Mn']","['O', 'Pb', 'Na', 'S', 'K']","['Br', 'Sb', 'Mn', 'Br', 'Sb']"
5941,5941,167332,Ag2Ge1O3_167332.json,"['F', 'P', 'As', 'Cl', 'In']","['O', 'Ge', 'Ge', 'O', 'Ag']","['Zn', 'O', 'Cd', 'Co', 'Li']","['Ge', 'Ag', 'Ge', 'Ge', 'Ge']"
5942,5942,79613,B1Na1S2_79613.json,"['C', 'Ca', 'Sb', 'Er', 'W']","['B', 'Na', 'Na', 'Na', 'Na']","['N', 'Ag', 'F', 'O', 'Cl']","['S', 'B', 'Na', 'Na', 'Na']"
5948,5948,107131,S1Zn1_107131.json,"['Si', 'Ge', 'Cl', 'W', 'Mo']","['Zn', 'Zn', 'S', 'Zn', 'Zn']","['Na', 'Cu', 'N', 'K', 'Li']","['Zn', 'Zn', 'S', 'Zn', 'Zn']"
5950,5950,418676,Cr1F6Li2_418676.json,"['Bi', 'Si', 'Er', 'As', 'Ho']","['Cr', 'Li', 'Li', 'Cr', 'Li']","['O', 'Cd', 'Co', 'Ca', 'O']","['F', 'Cr', 'Cr', 'Cr', 'Li']"
5951,5951,63058,As2Cu1Na4O8_63058.json,"['F', 'Ge', 'Ca', 'Sb', 'Cl']","['O', 'Cu', 'Na', 'Na', 'O']","['Si', 'Ge', 'Li', 'Cu', 'Zn']","['As', 'As', 'As', 'Cu', 'As']"
5954,5954,1845,Cl8Mn1Na6_1845.json,"['Ca', 'Sb', 'Er', 'W', 'Ho']","['Na', 'Na', 'Na', 'Na', 'Na']","['O', 'Na', 'S', 'Li', 'O']","['Cl', 'Mn', 'Cl', 'Mn', 'Mn']"
5956,5956,62658,K1Na1S1_62658.json,"['Ba', 'Sr', 'Ca', 'Sb', 'Er']","['K', 'K', 'Na', 'Na', 'Na']","['N', 'O', 'Cl', 'F', 'O']","['S', 'K', 'K', 'Na', 'Na']"
5958,5958,35150,Ba2Ge1P2_35150.json,"['Ac', 'La', 'Bi', 'Ce', 'Pr']","['Ba', 'Ba', 'Ba', 'Ba', 'Ba']","['F', 'K', 'O', 'Tl', 'Hg']","['Ba', 'Ba', 'Ba', 'Ba', 'Ba']"
5960,5960,55536,Ba3N2O1Zn1_55536.json,"['O', 'S', 'Se', 'F', 'F']","['N', 'N', 'N', 'O', 'N']","['Cs', 'Rb', 'K', 'Na', 'Cu']","['Ba', 'Ba', 'Ba', 'Zn', 'Zn']"
5962,5962,75639,Cr2O4Si1_75639.json,"['F', 'Fe', 'Sc', 'Mn', 'Zr']","['O', 'Cr', 'Cr', 'Cr', 'Cr']","['Li', 'Zn', 'O', 'Na', 'K']","['Si', 'Si', 'Cr', 'Cr', 'Cr']"
5964,5964,106350,Ca3N1P1_106350.json,"['Ce', 'Pr', 'Nd', 'Am', 'Te']","['Ca', 'Ca', 'Ca', 'Ca', 'Ca']","['Na', 'Ag', 'Hg', 'Li', 'F']","['Ca', 'Ca', 'Ca', 'Ca', 'Ca']"
5965,5965,60374,C1Se2_60374.json,"['N', 'Ca', 'Cl', 'Br', 'S']","['C', 'Se', 'Se', 'Se', 'C']","['B', 'Al', 'Ag', 'La', 'Cu']","['C', 'C', 'C', 'C', 'C']"
5968,5968,428184,Al1P1S4_428184.json,"['Cl', 'Si', 'Cr', 'S', 'Br']","['S', 'Al', 'P', 'P', 'S']","['Li', 'Na', 'Si', 'N', 'Ge']","['Al', 'Al', 'P', 'S', 'P']"
5969,5969,67778,Se1Zn1_67778.json,"['Si', 'Ge', 'W', 'Mo', 'Re']","['Zn', 'Zn', 'Zn', 'Zn', 'Zn']","['Na', 'Cu', 'N', 'K', 'Li']","['Zn', 'Zn', 'Se', 'Zn', 'Zn']"
5972,5972,191164,Ba1Fe2O14P4_191164.json,"['F', 'Cl', 'Sb', 'W', 'La']","['O', 'O', 'Fe', 'Fe', 'Ba']","['Cs', 'Rb', 'K', 'Na', 'Si']","['Ba', 'Ba', 'Ba', 'Fe', 'P']"
5973,5973,88790,Ge1O6Sr1Te1_88790.json,"['F', 'La', 'P', 'As', 'Cl']","['O', 'Sr', 'Ge', 'Ge', 'O']","['Cs', 'Rb', 'Re', 'Ir', 'K']","['Sr', 'Sr', 'Te', 'Te', 'Sr']"
5978,5978,652213,Se2Zn1_652213.json,"['Sc', 'U', 'Np', 'Zr', 'Sb']","['Zn', 'Zn', 'Zn', 'Zn', 'Zn']","['Li', 'Na', 'Ag', 'Hg', 'F']","['Zn', 'Zn', 'Zn', 'Zn', 'Zn']"
5980,5980,16258,Ca2Ge1O4_16258.json,"['F', 'La', 'P', 'As', 'Cl']","['O', 'Ca', 'Ge', 'Ge', 'O']","['Na', 'K', 'Zn', 'Cs', 'Cd']","['Ca', 'Ca', 'Ge', 'Ca', 'Ge']"
5981,5981,41003,Fe2O4Si1_41003.json,"['F', 'P', 'W', 'Sn', 'V']","['O', 'Si', 'Fe', 'Fe', 'Si']","['Na', 'Li', 'Zn', 'Li', 'K']","['Fe', 'Si', 'Si', 'Fe', 'Fe']"
5983,5983,187290,Ga2O4Zn1_187290.json,"['F', 'Si', 'Ge', 'Cl', 'W']","['O', 'Zn', 'Zn', 'O', 'Zn']","['Cs', 'Na', 'Cu', 'Ba', 'Li']","['Ga', 'Zn', 'Zn', 'Ga', 'Ga']"
5984,5984,20785,Cd1Ga1In1S4_20785.json,"['Ge', 'Cl', 'Sn', 'W', 'Sb']","['Cd', 'S', 'Cd', 'In', 'In']","['Na', 'Cs', 'K', 'Na', 'Ba']","['In', 'Ga', 'In', 'Cd', 'Ga']"
5992,5992,168999,Cd2Nb2O7_168999.json,"['F', 'Cl', 'W', 'Ge', 'Sn']","['O', 'O', 'Nb', 'Cd', 'Cd']","['Na', 'Na', 'Ti', 'Rb', 'Ca']","['Nb', 'Cd', 'Nb', 'Nb', 'Nb']"
5993,5993,201800,Ag1Na3S2_201800.json,"['Ca', 'Sb', 'Er', 'W', 'Ho']","['Na', 'Na', 'Na', 'Na', 'Na']","['O', 'N', 'F', 'O', 'N']","['Ag', 'S', 'Na', 'Na', 'Ag']"
